event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
ARG6325,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),ATE: Association of State Workers; CTA: Argentine Workers' Central Union; Everyone's Front; Evita Movement; FR: Renewal Front; La Campora; Labor Group (Argentina); MST: Workers' Socialist Movement; PO: Workers' Party; PTS: Socialist Workers' Party; Women (Argentina),6,Protesters (Argentina),,6,66,,32,South America,Argentina,Ciudad Autonoma de Buenos Aires,,,Buenos Aires,-34.6141,-58.4579,1,La Union (Argentina),National,"On 30 December 2020, in Buenos Aires (Ciudad Autonoma de Buenos Aires), for the third consecutive day, thousands of activists, including feminists, members of La Campora, FR (Renewal Front), AFT (Front for Everyone), Mujeres Evita (Evita Movement), ATE (Association of State Workers), CTA (Argentine Workers' Central Union), PO (Workers' Party), PTS (Socialist Workers' Party) and MST (Workers' Socialist Movement), gathered around the National Congress to support and demand the approval of the free abortion bill, which was being debated in the Senate. A group counter-protested demanding its rejection, claiming to be pro-life of both mother and child. The bill was approved in the early hours.",0,crowd size=thousands,1663626896
ARG6336,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Women (Argentina),6,,,0,60,,32,South America,Argentina,Chubut,Rawson,,Trelew,-43.2527,-65.3062,1,Diario El Chubut,National,"On 30 December 2020, in Trelew (Chubut), a group marched through the city to celebrate the approval of the free abortion bill. The bill was approved in the early hours.",0,crowd size=no report,1702344246
ARG6329,2020-12-30,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Chubut,Futaleufu,,Esquel,-42.9175,-71.3229,1,Diario El Chubut,National,"On 30 December 2020, in Esquel (Chubut), a group of people protested to demand the reincorporation of a dismissed nurse.",0,crowd size=no report,1702344246
ARG6318,2020-12-29,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Women (Argentina),6,,,0,60,,32,South America,Argentina,Chubut,Escalante,,Comodoro Rivadavia,-45.8644,-67.4997,1,Diario Cronica (Argentina),National,"Around 29 December 2020, in Comodoro Rivadavia (Chubut), a group gathered in School n. 83's square to support and demand the approval of the free abortion bill, which was about to be debated in the Senate and was approved in the early hours of 30 December.",0,crowd size=no report,1610401741
ARG6319,2020-12-29,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Santiago del Estero,Choya,,Frias,-28.6372,-65.1288,1,El Liberal,Subnational,"Around 29 December 2020, in Frias (Santiago del Estero), more than 10 relatives of a farmer who was killed gathered in the Hearing Management Office to demand justice for the case. This event took place under the context of one of the suspects requesting his dismissal due to the expiration of the preventive detention.",0,crowd size=more than 10,1610401745
ARG6320,2020-12-29,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Women (Argentina),6,,,0,60,,32,South America,Argentina,Santa Fe,Rosario,,Rosario,-32.9528,-60.6473,1,La Capital (Argentina),Subnational,"On 29 December 2020, in Rosario (Santa Fe), a crowd gathered in San Martin square to support and demand the approval of the free abortion bill, which was being debated in the Senate and was approved in the early hours of 30 December.",0,crowd size=a crowd,1610401753
ARG6317,2020-12-29,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Santa Cruz,Deseado,,Caleta Olivia,-46.4445,-67.5223,2,Tiempo Sur (Argentina),Subnational,"On 29 December 2020, around Caleta Olivia municipality (Santa Cruz), in Gorosito, residents gathered in the offices of the Public Services company to demand the solution to the lack of water provision in different neighborhoods.",0,crowd size=no report,1610401758
ARG6316,2020-12-29,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Labor Group (Argentina),6,,,0,60,,32,South America,Argentina,Santa Cruz,Deseado,,Caleta Olivia,-46.4445,-67.5223,2,Tiempo Sur (Argentina),Subnational,"On 29 December 2020, around Caleta Olivia municipality (Santa Cruz), in Gorosito, municipal workers protested and blocked a road to demand the payment of their Christmas bonus.",0,crowd size=no report,1610401758
ARG6321,2020-12-29,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Women (Argentina),6,,,0,60,,32,South America,Argentina,San Luis,Juan Martin de Pueyrredon,,San Luis,-33.2964,-66.3279,1,El Diario de la Republica,Subnational,"On 29 December 2020, in San Luis (San Luis), a group gathered in Pringles square to support and demand the approval of the free abortion bill, which was being debated in the Senate and was approved in the early hours of 30 December.",0,crowd size=no report,1647906568
ARG6323,2020-12-29,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Women (Argentina),6,,,0,60,,32,South America,Argentina,San Luis,General Pedernera,,Villa Mercedes,-33.6753,-65.4540,1,El Diario de la Republica,Subnational,"On 29 December 2020, in Villa Mercedes (San Luis), a group gathered in Mercado square to support and demand the approval of the free abortion bill, which was being debated in the Senate and was approved in the early hours of 30 December.",0,crowd size=no report,1647906569
ARG6315,2020-12-29,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),ATE: Association of State Workers; CTA: Argentine Workers' Central Union; Everyone's Front; Evita Movement; FR: Renewal Front; La Campora; Labor Group (Argentina); MST: Workers' Socialist Movement; PO: Workers' Party; PTS: Socialist Workers' Party; Women (Argentina),6,Protesters (Argentina),,6,66,,32,South America,Argentina,Ciudad Autonoma de Buenos Aires,,,Buenos Aires,-34.6141,-58.4579,1,La Union (Argentina); La Nacion (Argentina),National,"On 29 December 2020, in Buenos Aires (Ciudad Autonoma de Buenos Aires), for the second consecutive day, thousands of activists, including feminists, members of La Campora, FR (Renewal Front), AFT (Front for Everyone), Mujeres Evita (Evita Movement), ATE (Association of State Workers), CTA (Argentine Workers' Central Union), PO (Workers' Party), PTS (Socialist Workers' Party) and MST (Workers' Socialist Movement), gathered around the National Congress to support and demand the approval of the free abortion bill, which was being debated in the Senate. A group counter-protested demanding its rejection, claiming to be pro-life of both mother and child. The bill was further approved in the early hours of 30 December.",0,crowd size=thousands,1663626895
ARG6322,2020-12-29,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Catholic Christian Group (Argentina),6,,,0,60,,32,South America,Argentina,Tucuman,Capital,,San Miguel de Tucuman,-26.8198,-65.2169,1,La Gaceta (Argentina),Subnational,"Around 29 December 2020, in San Miguel de Tucuman (Tucuman), a group, including Catholics, protested in Urquiza square to demand the rejection of the free abortion bill, which was being debated in the Senate. The group claimed to be pro-life of both mother and child. The bill was further approved in the early hours of 30 December.",0,crowd size=no report,1705976178
ARG6305,2020-12-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Catholic Christian Group (Argentina); Protestant Christian Group (Argentina); PJ: Justicialist Party,6,,,0,60,,32,South America,Argentina,Cordoba,Capital,,Cordoba,-31.4355,-64.2009,1,La Voz del Interior (Argentina); El Diario de Carlos Paz,Subnational,"On 28 December 2020, in Cordoba (Cordoba), a group, that included few members of the Justicialist Party, besides Catholics and Protestants, gathered between Colon and General avenues to march and demand the rejection of the free abortion bill, which was about to be debated in the Senate. The group claimed to be pro-life of both mother and child. The bill was further approved in the early hours of 30 December.",0,crowd size=no report,1618492949
ARG6312,2020-12-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Health Workers (Argentina),6,,,0,60,,32,South America,Argentina,Catamarca,Capital,,San Fernando del Valle de Catamarca,-28.4744,-65.7793,1,Catamarca Actual,Subnational,"On 28 December 2020, in San Fernando del Valle de Catamarca (Catamarca), a group, joined by doctors, gathered in Bandera square to demand the rejection of the free abortion bill, to be voted by the Senate on 29 December. The group claimed to be pro-life of both mother and child. The bill was further approved in the early hours of 30 December.",0,crowd size=no report,1618492944
ARG6314,2020-12-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Catholic Christian Group (Argentina); Protestant Christian Group (Argentina),6,,,0,60,,32,South America,Argentina,Santiago del Estero,Capital,,Santiago del Estero,-27.7984,-64.2728,1,El Liberal,Subnational,"On 28 December 2020, in Santiago del Estero (Santiago del Estero), a group, that included Catholic and Protestant authorities, gathered in Libertad square to demand the non-approval of the free abortion bill, to be voted by the Senate on 29 December. The group claimed to be pro-life of both mother and child. The bill was further approved in the early hours of 30 December.",0,crowd size=no report,1618492953
ARG6308,2020-12-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Buenos Aires,La Plata,,La Plata,-34.9206,-57.9529,1,La Nacion (Argentina),National,"On 28 December 2020, in La Plata (Buenos Aires), relatives and friends of a woman who was killed with a cut on her throat protested to demand clarifications on the case. It is believed that it might have been a femicide case.",0,crowd size=no report,1610401753
ARG6310,2020-12-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Buenos Aires,Lomas de Zamora,,Lomas de Zamora,-34.7577,-58.4036,1,La Union (Argentina),Subnational,"On 28 December 2020, in Lomas de Zamora (Buenos Aires), relatives of a man who was shot to death in Villa Niza neighborhood on the previous week, marched towards the Court to demand the arrest of the main suspect.",0,crowd size=no report,1610401755
ARG6304,2020-12-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Health Workers (Argentina); Labor Group (Argentina),6,,,0,60,,32,South America,Argentina,Ciudad Autonoma de Buenos Aires,,,Buenos Aires,-34.6141,-58.4579,1,Indymedia Argentina,National,"On 28 December 2020, in Buenos Aires (Ciudad Autonoma de Buenos Aires), health workers, and workers of Parque de Costa amusement park and Latam airlines gathered in the Obelisk and protested to report the worsening working conditions and layoffs caused by the coronavirus pandemic and the economic crisis.",0,crowd size=no report,1645032566
ARG6313,2020-12-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Labor Group (Argentina),6,,,0,60,,32,South America,Argentina,San Luis,Juan Martin de Pueyrredon,,San Luis,-33.2964,-66.3279,1,El Diario de la Republica,Subnational,"On 28 December 2020, in San Luis (San Luis), provincial judicial workers gathered in the Justice Palace to protest and demand the restoration of working hours to what it used to be before the coronavirus pandemic.",0,crowd size=no report,1647906568
ARG6303,2020-12-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),ATE: Association of State Workers; CTA: Argentine Workers' Central Union; Everyone's Front; Evita Movement; FR: Renewal Front; La Campora; Labor Group (Argentina); MST: Workers' Socialist Movement; PO: Workers' Party; PTS: Socialist Workers' Party; Women (Argentina),6,Protesters (Argentina),,6,66,,32,South America,Argentina,Ciudad Autonoma de Buenos Aires,,,Buenos Aires,-34.6141,-58.4579,1,La Nacion (Argentina),National,"On 28 December 2020, in Buenos Aires (Ciudad Autonoma de Buenos Aires), activists, including feminists, members of La Campora, FR (Renewal Front), AFT (Front for Everyone), Mujeres Evita (Evita Movement), ATE (Association of State Workers), CTA (Argentine Workers' Central Union), PO (Workers' Party), PTS (Socialist Workers' Party) and MST (Workers' Socialist Movement), gathered around the National Congress to support and demand the approval of the free abortion bill, to be voted by the Senate on 29 December. A group counter-protested demanding its non-approval, claiming to be pro-life of both mother and child.",0,crowd size=no report,1663626896
ARG6311,2020-12-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Chubut,Biedma,,Puerto Madryn,-42.7672,-65.0363,1,Diario El Chubut,National,"On 28 December 2020, in Puerto Madryn (Chubut), a group protested to demand the rejection of the free abortion bill, to be voted by the Senate on 29 December. The group claimed to be pro-life of both mother and child. The bill was further approved in the early hours of 30 December.",0,crowd size=no report,1702344246
ARG6309,2020-12-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Buenos Aires,La Plata,,La Plata,-34.9206,-57.9529,1,Diario El Dia,Subnational,"On 28 December 2020, in La Plata (Buenos Aires), a group gathered in Moreno square to demand the rejection of the free abortion bill, to be voted by the Senate on 29 December. The group claimed to be pro-life of both mother and child. The bill was further approved in the early hours of 30 December.",0,crowd size=no report,1702344246
ARG6307,2020-12-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Health Workers (Argentina),6,,,0,60,,32,South America,Argentina,Buenos Aires,La Plata,,La Plata,-34.9206,-57.9529,1,Diario El Dia,Subnational,"On 28 December 2020, in La Plata (Buenos Aires), health workers of private medical centers gathered in the Diagnostic Institute, the Platense Medical Institute, the New Child's Clinic and the Spanish Hospital to draw attention to the economic crisis they have been facing with growing coronavirus cases and rising operation's expenses. The group demanded the continuation of the Assistance to Work and Production (ATP) payment, in order to help those centers.",0,crowd size=no report,1702344246
ARG6306,2020-12-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Former Government of Argentina (2019-2023); Protestant Christian Group (Argentina),6,,,0,60,,32,South America,Argentina,Chubut,Futaleufu,,Esquel,-42.9175,-71.3229,2,Diario El Chubut,Subnational,"On 28 December 2020, around Esquel municipality (Chubut), a group, including protestants and a former City Councilor, carried out a motorcade on National Route 259 from Trevelin towards Esquel to demand the rejection of the free abortion bill, to be voted by the Senate on 29 December. The group claimed to be pro-life of both mother and child. The bill was further approved in the early hours of 30 December.",0,crowd size=no report,1705379978
ARG6301,2020-12-26,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Mendoza,San Rafael,,San Rafael,-34.6129,-68.3348,1,Diario San Rafael,National,"On 26 December 2020, in San Rafael (Mendoza), around 300 vehicles carried out a motorcade to demand the rejection of the free abortion bill, to be voted on the following week in the Senate. The group claimed to be pro-life of both mother and child.",0,crowd size=around 300 vehicles,1610401743
ARG6302,2020-12-26,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Labor Group (Argentina),6,,,0,60,,32,South America,Argentina,Cordoba,Punilla,,Villa Carlos Paz,-31.4189,-64.4980,1,El Diario de Carlos Paz,Subnational,"On 26 December 2020, in Villa Carlos Paz (Cordoba), workers of Coopi company marched to repudiate the municipal decree that transferred the drinking water provision from their company to the municipal government. The Supreme Court recognized the municipality as responsible for the services.",0,crowd size=no report,1618493021
ARG6300,2020-12-26,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Santa Cruz,Guer Aike,,Rio Gallegos,-51.6268,-69.2262,1,Tiempo Sur (Argentina),Subnational,"On 26 December 2020, in Rio Gallegos (Santa Cruz), a group protested around Kirchner and San Martin avenues to demand the rejection of the free abortion bill, to be debated in the Senate on 29 December. The group claimed to be pro-life of both mother and child.",0,crowd size=no report,1610401758
ARG6299,2020-12-24,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Mendoza,Capital,,Mendoza,-32.8983,-68.8431,1,Diario San Rafael,National,"Around 24 December 2020, in Mendoza (Mendoza), more than 200 people marched to celebrate the first anniversary of the marches in support of the 'Anti-mining Law' (Law 7.722), which forbids the use of toxic substances in the mining activities and whose modifications were not approved. The group also set up a camp in front of the Legislature.",0,crowd size=more than 200,1618493116
ARG6298,2020-12-24,2020,1,Political violence,Riots,Mob violence,Rioters (Argentina),Vigilante Group (Argentina),5,Civilians (Argentina),,7,57,Civilian targeting,32,South America,Argentina,Chubut,Escalante,,Comodoro Rivadavia,-45.8644,-67.4997,1,Diario Cronica (Argentina),National,"On 24 December 2020, in Comodoro Rivadavia (Chubut), a group set fire to a house in San Cayetano neighborhood, where a child abuse case took place, allegedly committed by the child's father. The group also threw stones at police officers and firefighters when they were inspecting the house. The firefighters quickly left the place in order to protect their physical integrity.",0,crowd size=no report,1693414515
ARG6297,2020-12-23,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Guarani Indigenous Group (Argentina),6,,,0,60,,32,South America,Argentina,Buenos Aires,La Plata,,La Plata,-34.9206,-57.9529,1,Indymedia Argentina,National,"On 23 December 2020, in La Plata (Buenos Aires), Guarani indigenous people from Hijo de la Tierra community protested in front of the City Hall, during a City Council's session, to demand the restitution of their lands. The group claimed the Gymnastics and Fencing Club building is placed in their lands in Estancia Chica, Abasto.",0,crowd size=no report,1610401753
ARG6296,2020-12-23,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Buenos Aires,La Plata,,La Plata,-34.9206,-57.9529,1,Diario El Dia,Subnational,"On 23 December 2020, in La Plata (Buenos Aires), motorcyclists gathered in the City Hall to reject the bill that proposed the creation of a disk-sized ID card that would be mandatory to present when fueling their motorcycles. The bill aimed to reduce criminality since many robbers also use motorcycles, but protesters claimed it was not clear how it would effectively solve the security issue.",0,crowd size=no report,1702344246
ARG6292,2020-12-22,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,Protesters (Argentina),Labor Group (Argentina),6,66,,32,South America,Argentina,Formosa,Pilcomayo,,Clorinda,-25.2882,-57.7229,1,La Nacion (Argentina); Ultima Hora,National-International,"On 22 December 2020, in Clorinda (Formosa), for the seventh consecutive day, a group of residents blocked National Roads 11 and 86 to demand the end of the sanitary blockade, which already lasts three weeks, and a quarantine flexibilization due to the coronavirus pandemic. The protests prevented the transport of goods to Paraguay. Truck drivers counterprotested by blocking streets with their vehicles, demanding the end of the protests.",0,crowd size=no report,1610401736
ARG6295,2020-12-22,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Labor Group (Argentina),6,,,0,60,,32,South America,Argentina,Rio Negro,Bariloche,,San Carlos de Bariloche,-41.1335,-71.3103,1,El Cordillerano,Subnational,"On 22 December 2020, in San Carlos de Bariloche (Rio Negro), lifeguards marched through the city center with banners that attacked the Mayor and other municipal authorities, besides demanding their return to work, in the context of the coronavirus pandemic.",0,crowd size=no report,1610401744
ARG6293,2020-12-22,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Buenos Aires,Lomas de Zamora,,Lomas de Zamora,-34.7577,-58.4036,1,La Union (Argentina),Subnational,"On 22 December 2020, in Lomas de Zamora (Buenos Aires), a group blocked Hipolito Yrigoyen avenue. The motivation of the protest is unknown.",0,crowd size=no report,1610401755
ARG6290,2020-12-22,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Labor Group (Argentina),6,,,0,60,,32,South America,Argentina,Ciudad Autonoma de Buenos Aires,,,Buenos Aires,-34.6141,-58.4579,1,Diario De Cuyo,National,"On 22 December 2020, in Buenos Aires (Ciudad Autonoma de Buenos Aires), private drivers unionists, joined by the truck drivers, protested in front of the house of a famous actress and TV presenter to report that her employees were not registered and the union's contributions were not being paid. The city's police was present.",0,crowd size=no report,1645032566
ARG6291,2020-12-22,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),Barrios de Pie; Labor Group (Argentina); CTA: Argentine Workers' Central Union,6,,,0,60,,32,South America,Argentina,Ciudad Autonoma de Buenos Aires,,,Buenos Aires,-34.6141,-58.4579,2,La Union (Argentina),National,"On 22 December 2020, around Buenos Aires municipality (Ciudad Autonoma de Buenos Aires), hundreds of people joined by Barrios de Pie and the Territorial Liberation Movement (MTL) - associated to CTA (Argentine Workers' Central Union) - blocked La Noria bridge to demand job positions for the unemployed in construction works and the hiring of work cooperatives by the Argentine Waters and Sanitation (Aysa) company, among other demands.",0,crowd size=hundreds,1645032566
ARG6294,2020-12-22,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Chubut,Rawson,,Rawson,-43.2993,-65.0935,1,Diario El Chubut,National,"On 22 December 2020, in Rawson (Chubut), a group marched against the mining project in the province, claiming it would cause environmental damages, and in defense of water.",0,crowd size=no report,1702344246
ARG6279,2020-12-21,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,Protesters (Argentina),Labor Group (Argentina),6,66,,32,South America,Argentina,Formosa,Pilcomayo,,Clorinda,-25.2882,-57.7229,1,Ultima Hora; El Comercial,Subnational-International,"On 21 December 2020, in Clorinda (Formosa), for the sixth consecutive day, a group of residents blocked National Roads 11 and 86 to demand the end of the sanitary blockade, which already lasts three weeks, and a quarantine flexibilization due to the coronavirus pandemic. The protests prevented the transport of goods to Paraguay. Truck drivers counterprotested by blocking streets with their vehicles, demanding the end of the protests.",0,crowd size=no report,1610401736
ARG6285,2020-12-21,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Catamarca,Capital,,San Fernando del Valle de Catamarca,-28.4744,-65.7793,1,Catamarca Actual,Subnational,"On 21 December 2020, in San Fernando del Valle de Catamarca (Catamarca), a group of relatives and friends gathered in the court and marched through the city to demand justice for a femicide victim, whose killing took place nine months before.",0,crowd size=no report,1618493192
ARG6287,2020-12-21,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Catamarca,Capital,,San Fernando del Valle de Catamarca,-28.4744,-65.7793,1,Catamarca Actual,Subnational,"On 21 December 2020, in San Fernando del Valle de Catamarca (Catamarca), a group of relatives of male homicide victim protested for justice, against the killer's house arrest.",0,crowd size=no report,1618493193
ARG6286,2020-12-21,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),CTA: Argentine Workers' Central Union; ATE: Association of State Workers; Labor Group (Argentina); Teachers (Argentina),6,,,0,60,,32,South America,Argentina,Catamarca,Capital,,San Fernando del Valle de Catamarca,-28.4744,-65.7793,1,Catamarca Actual,Subnational,"On 21 December 2020, in San Fernando del Valle de Catamarca (Catamarca), members of CTA (Argentine Workers' Central Union), ATE (Association of State Workers), the teachers' union, among other organizations, gathered in 25 de Mayo square to march against the economic readjustment, in favor of work, production and sovereignty.",0,crowd size=no report,1618493193
ARG6284,2020-12-21,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Argentina),,6,,,0,60,,32,South America,Argentina,Santa Fe,Rosario,,Rosario,-32.9528,-60.6473,1,Diario San Rafael,National,"On 21 December 2020, in Rosario (Santa Fe), around 200 people, joined by the victim's mother, gathered in San Martin Square and marched towards the Provincial Court to demand justice for a girl who was raped by a group on her 15th birthday party, in the previous week. The group demanded the arrest of the perpetrators who were not yet found.",0,crowd size=around 200,1610401743
